id,sku,oem,nombre,descripcion,categoria_id,marca_repuesto_id,precio,precio_anterior,stock,garantia_meses,calificacion,numero_opiniones,destacado,ficha_tecnica
p-0034,BRE-B00034,BHY1-33-28B00,Disco de freno delantero ventilado Mazda Mazda 3 / Mazda Mazda 2,Disco ventilado con recubrimiento anticorrosivo y balanceo de alta precision para evitar vibracion en el pedal.,frenos,brembo,260000,,12,12,4.4,19,0,Tipo=Ventilado|Posicion=Delantero|Aplicacion=Mazda Mazda 3 / Mazda Mazda 2|Referencia OEM=BHY1-33-28B00
p-0035,BRE-B00035,D1060-4EB00,Disco de freno delantero ventilado Nissan Qashqai,Disco ventilado con recubrimiento anticorrosivo y balanceo de alta precision para evitar vibracion en el pedal.,frenos,brembo,299000,,76,12,4.8,50,0,Tipo=Ventilado|Posicion=Delantero|Aplicacion=Nissan Qashqai|Referencia OEM=D1060-4EB00
p-0036,TRW-B00036,D1060-1HB00,Disco de freno delantero ventilado Nissan Versa / Nissan March,Disco ventilado con recubrimiento anticorrosivo y balanceo de alta precision para evitar vibracion en el pedal.,frenos,trw,373000,480000,101,12,4.9,131,0,Tipo=Ventilado|Posicion=Delantero|Aplicacion=Nissan Versa / Nissan March|Referencia OEM=D1060-1HB00
p-0037,BOS-B00037,58101-3XB00,Disco de freno delantero ventilado Hyundai Elantra / Kia Cerato,Disco ventilado con recubrimiento anticorrosivo y balanceo de alta precision para evitar vibracion en el pedal.,frenos,bosch,365000,,33,12,4.4,238,1,Tipo=Ventilado|Posicion=Delantero|Aplicacion=Hyundai Elantra / Kia Cerato|Referencia OEM=58101-3XB00
p-0038,BOS-B00038,1848120B00,Disco de freno delantero ventilado Ford Fiesta,Disco ventilado con recubrimiento anticorrosivo y balanceo de alta precision para evitar vibracion en el pedal.,frenos,bosch,363000,450000,33,12,4.3,214,0,Tipo=Ventilado|Posicion=Delantero|Aplicacion=Ford Fiesta|Referencia OEM=1848120B00
p-0039,BRE-B00039,04465-0KB00,Disco de freno delantero ventilado Toyota Hilux / Ford Ranger,Disco ventilado con recubrimiento anticorrosivo y balanceo de alta precision para evitar vibracion en el pedal.,frenos,brembo,214000,,19,12,4.2,58,0,Tipo=Ventilado|Posicion=Delantero|Aplicacion=Toyota Hilux / Ford Ranger|Referencia OEM=04465-0KB00
p-0040,TRW-B00040,95priorityB00,Disco de freno delantero ventilado Chevrolet Spark GT / Chevrolet Sail,Disco ventilado con recubrimiento anticorrosivo y balanceo de alta precision para evitar vibracion en el pedal.,frenos,trw,372000,,30,12,4.2,75,0,Tipo=Ventilado|Posicion=Delantero|Aplicacion=Chevrolet Spark GT / Chevrolet Sail|Referencia OEM=95priorityB00
p-0041,BOS-B00041,58101-1RB00,Disco de freno delantero ventilado Hyundai Accent / Kia Rio,Disco ventilado con recubrimiento anticorrosivo y balanceo de alta precision para evitar vibracion en el pedal.,frenos,bosch,316000,,115,12,4.3,245,0,Tipo=Ventilado|Posicion=Delantero|Aplicacion=Hyundai Accent / Kia Rio|Referencia OEM=58101-1RB00
p-0042,ACD-C00042,1848120C00,Bandas de freno traseras Ford Fiesta,"Juego de bandas traseras libres de asbesto, con remachado reforzado para uso urbano intensivo.",frenos,acdelco,96000,,6,12,4.5,157,0,Posicion=Trasero|Piezas=4|Material=Sin asbesto|Aplicacion=Ford Fiesta|Referencia OEM=1848120C00
p-0043,TRW-C00043,04465-0KC00,Bandas de freno traseras Toyota Hilux / Ford Ranger,"Juego de bandas traseras libres de asbesto, con remachado reforzado para uso urbano intensivo.",frenos,trw,125000,,125,12,4.3,37,1,Posicion=Trasero|Piezas=4|Material=Sin asbesto|Aplicacion=Toyota Hilux / Ford Ranger|Referencia OEM=04465-0KC00
p-0044,ACD-C00044,04465-60C00,Bandas de freno traseras Toyota Prado,"Juego de bandas traseras libres de asbesto, con remachado reforzado para uso urbano intensivo.",frenos,acdelco,99000,,117,12,4.6,260,0,Posicion=Trasero|Piezas=4|Material=Sin asbesto|Aplicacion=Toyota Prado|Referencia OEM=04465-60C00
p-0045,ACD-C00045,58302-B4C00,Bandas de freno traseras Hyundai i10 / Kia Picanto,"Juego de bandas traseras libres de asbesto, con remachado reforzado para uso urbano intensivo.",frenos,acdelco,116000,,45,12,4.6,142,0,Posicion=Trasero|Piezas=4|Material=Sin asbesto|Aplicacion=Hyundai i10 / Kia Picanto|Referencia OEM=58302-B4C00
p-0046,BOS-C00046,20911C00,Bandas de freno traseras Chevrolet Captiva,"Juego de bandas traseras libres de asbesto, con remachado reforzado para uso urbano intensivo.",frenos,bosch,161000,,53,12,4.4,187,0,Posicion=Trasero|Piezas=4|Material=Sin asbesto|Aplicacion=Chevrolet Captiva|Referencia OEM=20911C00
p-0047,BOS-C00047,5U0698151C00,Bandas de freno traseras Volkswagen Gol / Volkswagen Polo,"Juego de bandas traseras libres de asbesto, con remachado reforzado para uso urbano intensivo.",frenos,bosch,153000,,132,12,4.3,301,0,Posicion=Trasero|Piezas=4|Material=Sin asbesto|Aplicacion=Volkswagen Gol / Volkswagen Polo|Referencia OEM=5U0698151C00
p-0048,BOS-C00048,410601C00,Bandas de freno traseras Renault Duster,"Juego de bandas traseras libres de asbesto, con remachado reforzado para uso urbano intensivo.",frenos,bosch,116000,,74,12,4.2,284,0,Posicion=Trasero|Piezas=4|Material=Sin asbesto|Aplicacion=Renault Duster|Referencia OEM=410601C00
p-0049,ACD-C00049,95priorityC00,Bandas de freno traseras Chevrolet Spark GT / Chevrolet Sail,"Juego de bandas traseras libres de asbesto, con remachado reforzado para uso urbano intensivo.",frenos,acdelco,126000,,76,12,4.3,51,0,Posicion=Trasero|Piezas=4|Material=Sin asbesto|Aplicacion=Chevrolet Spark GT / Chevrolet Sail|Referencia OEM=95priorityC00
p-0050,BOS-C00050,D1060-1HC00,Bandas de freno traseras Nissan Versa / Nissan March,"Juego de bandas traseras libres de asbesto, con remachado reforzado para uso urbano intensivo.",frenos,bosch,135000,,4,12,4.2,158,0,Posicion=Trasero|Piezas=4|Material=Sin asbesto|Aplicacion=Nissan Versa / Nissan March|Referencia OEM=D1060-1HC00
p-0051,WAG-D00051,BHY1-33-28D00,Cilindro maestro de freno Mazda Mazda 3 / Mazda Mazda 2,Cilindro maestro con sellos de EPDM y cuerpo de aluminio. Incluye deposito y tapa con sensor de nivel.,frenos,wagner,419000,495000,109,18,4.9,14,0,Deposito=Incluido|Material=Aluminio|Aplicacion=Mazda Mazda 3 / Mazda Mazda 2|Referencia OEM=BHY1-33-28D00
p-0052,TRW-D00052,410605D00,Cilindro maestro de freno Renault Logan / Renault Sandero,Cilindro maestro con sellos de EPDM y cuerpo de aluminio. Incluye deposito y tapa con sensor de nivel.,frenos,trw,541000,,61,18,4.6,306,0,Deposito=Incluido|Material=Aluminio|Aplicacion=Renault Logan / Renault Sandero|Referencia OEM=410605D00
p-0053,TRW-D00053,58101-3XD00,Cilindro maestro de freno Hyundai Elantra / Kia Cerato,Cilindro maestro con sellos de EPDM y cuerpo de aluminio. Incluye deposito y tapa con sensor de nivel.,frenos,trw,386000,,98,18,4.5,79,0,Deposito=Incluido|Material=Aluminio|Aplicacion=Hyundai Elantra / Kia Cerato|Referencia OEM=58101-3XD00
p-0054,TRW-D00054,95priorityD00,Cilindro maestro de freno Chevrolet Spark GT / Chevrolet Sail,Cilindro maestro con sellos de EPDM y cuerpo de aluminio. Incluye deposito y tapa con sensor de nivel.,frenos,trw,343000,,94,18,4.4,274,0,Deposito=Incluido|Material=Aluminio|Aplicacion=Chevrolet Spark GT / Chevrolet Sail|Referencia OEM=95priorityD00
p-0055,ATE-D00055,410601D00,Cilindro maestro de freno Renault Duster,Cilindro maestro con sellos de EPDM y cuerpo de aluminio. Incluye deposito y tapa con sensor de nivel.,frenos,ate,330000,,3,18,4.2,233,0,Deposito=Incluido|Material=Aluminio|Aplicacion=Renault Duster|Referencia OEM=410601D00
p-0056,TRW-D00056,410609D00,Cilindro maestro de freno Renault Kwid,Cilindro maestro con sellos de EPDM y cuerpo de aluminio. Incluye deposito y tapa con sensor de nivel.,frenos,trw,538000,,120,18,4.6,187,0,Deposito=Incluido|Material=Aluminio|Aplicacion=Renault Kwid|Referencia OEM=410609D00
p-0057,TRW-D00057,58101-D3D00,Cilindro maestro de freno Hyundai Tucson / Kia Sportage,Cilindro maestro con sellos de EPDM y cuerpo de aluminio. Incluye deposito y tapa con sensor de nivel.,frenos,trw,460000,,113,18,4.3,177,0,Deposito=Incluido|Material=Aluminio|Aplicacion=Hyundai Tucson / Kia Sportage|Referencia OEM=58101-D3D00
p-0058,BRE-E00058,1848120E00,Mordaza de freno delantera Ford Fiesta,"Mordaza remanufacturada con piston nuevo, guias y kit de sellos, lista para instalar.",frenos,brembo,690000,,23,12,4.2,72,0,"Pistones=1|Incluye=Guias, sellos y tornilleria|Aplicacion=Ford Fiesta|Referencia OEM=1848120E00"
p-0059,ACD-E00059,1857858E00,Mordaza de freno delantera Ford Escape,"Mordaza remanufacturada con piston nuevo, guias y kit de sellos, lista para instalar.",frenos,acdelco,658000,,37,12,4.8,254,0,"Pistones=1|Incluye=Guias, sellos y tornilleria|Aplicacion=Ford Escape|Referencia OEM=1857858E00"
p-0060,TRW-E00060,5U0698151E00,Mordaza de freno delantera Volkswagen Gol / Volkswagen Polo,"Mordaza remanufacturada con piston nuevo, guias y kit de sellos, lista para instalar.",frenos,trw,509000,595000,78,12,4.8,126,0,"Pistones=1|Incluye=Guias, sellos y tornilleria|Aplicacion=Volkswagen Gol / Volkswagen Polo|Referencia OEM=5U0698151E00"
p-0061,BRE-E00061,410601E00,Mordaza de freno delantera Renault Duster,"Mordaza remanufacturada con piston nuevo, guias y kit de sellos, lista para instalar.",frenos,brembo,634000,,133,12,4.2,12,0,"Pistones=1|Incluye=Guias, sellos y tornilleria|Aplicacion=Renault Duster|Referencia OEM=410601E00"
p-0062,BRE-E00062,58101-D3E00,Mordaza de freno delantera Hyundai Tucson / Kia Sportage,"Mordaza remanufacturada con piston nuevo, guias y kit de sellos, lista para instalar.",frenos,brembo,714000,,72,12,4.2,305,0,"Pistones=1|Incluye=Guias, sellos y tornilleria|Aplicacion=Hyundai Tucson / Kia Sportage|Referencia OEM=58101-D3E00"
p-0063,BRE-E00063,58302-B4E00,Mordaza de freno delantera Hyundai i10 / Kia Picanto,"Mordaza remanufacturada con piston nuevo, guias y kit de sellos, lista para instalar.",frenos,brembo,602000,744000,134,12,4.6,135,0,"Pistones=1|Incluye=Guias, sellos y tornilleria|Aplicacion=Hyundai i10 / Kia Picanto|Referencia OEM=58302-B4E00"
p-0064,TRW-F00064,95priorityF00,Terminal de direccion exterior Chevrolet Spark GT / Chevrolet Sail,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,trw,89000,109000,61,12,4.1,94,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Chevrolet Spark GT / Chevrolet Sail|Referencia OEM=95priorityF00
p-0065,MOG-F00065,410609F00,Terminal de direccion exterior Renault Kwid,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,moog,134000,,134,12,4.8,56,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Renault Kwid|Referencia OEM=410609F00
p-0066,MOG-F00066,1857858F00,Terminal de direccion exterior Ford Escape,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,moog,69000,,132,12,4.8,177,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Ford Escape|Referencia OEM=1857858F00
p-0067,MOG-F00067,410605F00,Terminal de direccion exterior Renault Logan / Renault Sandero,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,moog,137000,,99,12,4.5,288,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Renault Logan / Renault Sandero|Referencia OEM=410605F00
p-0068,TRW-F00068,20911F00,Terminal de direccion exterior Chevrolet Captiva,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,trw,122000,,121,12,4.8,99,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Chevrolet Captiva|Referencia OEM=20911F00
p-0069,MOG-F00069,D1060-1HF00,Terminal de direccion exterior Nissan Versa / Nissan March,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,moog,116000,,92,12,4.6,313,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Nissan Versa / Nissan March|Referencia OEM=D1060-1HF00
p-0070,FEB-F00070,5U0698151F00,Terminal de direccion exterior Volkswagen Gol / Volkswagen Polo,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,febi,134000,,88,12,4.1,213,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Volkswagen Gol / Volkswagen Polo|Referencia OEM=5U0698151F00
p-0071,TRW-F00071,04465-02F00,Terminal de direccion exterior Toyota Corolla / Toyota Yaris,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,trw,127000,154000,14,12,4.8,77,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Toyota Corolla / Toyota Yaris|Referencia OEM=04465-02F00
p-0072,MOG-F00072,58101-1RF00,Terminal de direccion exterior Hyundai Accent / Kia Rio,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,moog,130000,,106,12,4.7,209,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Hyundai Accent / Kia Rio|Referencia OEM=58101-1RF00
p-0073,FEB-F00073,04465-60F00,Terminal de direccion exterior Toyota Prado,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,febi,103000,,3,12,4.5,243,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Toyota Prado|Referencia OEM=04465-60F00
p-0074,TRW-F00074,58302-B4F00,Terminal de direccion exterior Hyundai i10 / Kia Picanto,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,trw,95000,,30,12,4.9,29,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Hyundai i10 / Kia Picanto|Referencia OEM=58302-B4F00
p-0075,TRW-F00075,55810-61MF00,Terminal de direccion exterior Suzuki Swift / Suzuki Vitara,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,trw,137000,,70,12,4.3,27,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Suzuki Swift / Suzuki Vitara|Referencia OEM=55810-61MF00
p-0076,MOG-F00076,1848120F00,Terminal de direccion exterior Ford Fiesta,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,moog,88000,,5,12,4.8,193,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Ford Fiesta|Referencia OEM=1848120F00
p-0077,FEB-F00077,04465-0KF00,Terminal de direccion exterior Toyota Hilux / Ford Ranger,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,febi,104000,,5,12,4.4,134,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Toyota Hilux / Ford Ranger|Referencia OEM=04465-0KF00
p-0078,TRW-F00078,58101-D3F00,Terminal de direccion exterior Hyundai Tucson / Kia Sportage,Terminal con esfera de acero forjado y guardapolvo de poliuretano resistente a la humedad.,direccion,trw,70000,85000,30,12,4.8,89,0,Material=Acero forjado|Incluye=Tuerca y pasador|Aplicacion=Hyundai Tucson / Kia Sportage|Referencia OEM=58101-D3F00
p-0079,MOG-G00079,55810-61MG00,Rotula inferior de suspension Suzuki Swift / Suzuki Vitara,Rotula con cuerpo de acero y buje de poliacetal autolubricado.,direccion,moog,145000,,66,12,4.6,263,0,Incluye=Tuerca y pasador|Aplicacion=Suzuki Swift / Suzuki Vitara|Referencia OEM=55810-61MG00
p-0080,MOG-G00080,D1060-1HG00,Rotula inferior de suspension Nissan Versa / Nissan March,Rotula con cuerpo de acero y buje de poliacetal autolubricado.,direccion,moog,80000,,29,12,4.3,75,0,Incluye=Tuerca y pasador|Aplicacion=Nissan Versa / Nissan March|Referencia OEM=D1060-1HG00
